Browser,"Browser Version","Short Browser Version",Engine,"Engine Version",OS,"OS Version",Measurement,delay,latencyatnecy
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",50.13999999999942
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",55.48500000000058
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",54.28500000000349
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",55.48999999999796
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",53.950000000004366
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",65.70999999999913
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",51.56000000000495
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",54.645000000004075
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",50.654999999998836
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",52.53500000000349
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",64.5
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",52.05000000000291
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",53.71999999999389
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",55.48999999999796
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",50.08999999999651
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",55.45999999999913
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",54.42000000000553
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",55.30000000000291
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",50.08999999999651
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",53.654999999998836
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",54.125
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",54.400000000001455
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",54.2699999999968
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",53.86000000000058
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",51.88999999999942
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",51.654999999998836
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",58.330000000001746
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",55.76499999999942
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",53.075000000004366
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",54.674999999995634
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",54.66500000000087
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",55.51499999999942
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",53.62000000000262
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",56.26499999999942
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",53.83499999999913
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",55.54000000000087
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",51.33999999999651
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",53.25500000000466
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",54.520000000004075
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",53.25499999999738
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",51.770000000004075
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",54.3550000000032
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",52.029999999998836
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",51.96500000000378
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",53.70999999999913
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",50.61499999999796
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",53.625
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",55.51000000000204
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",50.70999999999913
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",153.16500000000087
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",153.51000000000204
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",155.12000000000262
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",155.17499999999563
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",154.4100000000035
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",151.48999999999796
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",154.3249999999971
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",152.40999999999622
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",150.47499999999854
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",152.06000000000495
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",154.01499999999942
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",151.23500000000058
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",151.6999999999971
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",155.2850000000035
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",155.13999999999942
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",151.33499999999913
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",154.36499999999796
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",155.15000000000146
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",154.99500000000262
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",152.92000000000553
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",150.8249999999971
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",154.56500000000233
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",151.16999999999825
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",150.9800000000032
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",152.27500000000146
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",150.92999999999302
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",154.35499999999593
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",154.62000000000262
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",155.23999999999796
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",150.42000000000553
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",150.55999999999767
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",151.38999999999942
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",153.5500000000029
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",153.61999999999534
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",155.2800000000061
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",152.27500000000146
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",151.95999999999913
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",151.875
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",155.76000000000204
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",151.6050000000032
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",151.23999999999796
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",150.43000000000757
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",152.8249999999971
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",155.25999999999476
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",155.38499999999476
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",155.6649999999936
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",151.875
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",151.15499999999884
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",155.43499999999767
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",150.81999999999243
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",151.5500000000029
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",155.1649999999936
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",155.51999999998952
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",155.49499999999534
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",152.35499999999593
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",154.86000000000058
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",153.60500000001048
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",151.8799999999901
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",151.49000000000524
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",152.7850000000035
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",155.25
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",155.5
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",155.43499999999767
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",151.57000000000698
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",155.33000000000175
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",155.52499999999418
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",155.75999999999476
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",155.77499999999418
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",153.2450000000099
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",150.52499999999418
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",152.01499999999942
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",155.20500000000175
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",152.01499999999942
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",151.2100000000064
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",151.66999999999825
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",152.33499999999185
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",154.6600000000035
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",153.44499999999243
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",153.81000000001222
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",150.76499999999942
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",152.65499999999884
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",154.08000000000175
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",152.22999999999593
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",155.0949999999866
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",153.875
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",152.60000000000582
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",150.63499999999476
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",151.05500000000757
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",152.99499999999534
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",152.74000000000524
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",154.80999999999767
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",155.38499999999476
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",153.48500000000058
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",151.3399999999965
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",154.67999999999302
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",199.1999999999971
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",154.0350000000035
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",182.8399999999965
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",151.2100000000064
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","150",150.9149999999936
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",301.9600000000064
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.3549999999959
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.5649999999878
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.1900000000023
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.3500000000058
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.33499999999185
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.3700000000099
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.6850000000122
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",302.9850000000006
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",302.18000000000757
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",302.72000000000116
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.3150000000023
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",300.6350000000093
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",305.8000000000029
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.375
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.38000000000466
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.2700000000041
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",301.6299999999901
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",304.125
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.34500000000116
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.33000000000175
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.28499999998894
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",301.6350000000093
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",304.2549999999901
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.3299999999872
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.3999999999942
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.2149999999965
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.00999999999476
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",302.45999999999185
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.38000000000466
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.3600000000006
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",301.8700000000099
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",302.3899999999994
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",304.11500000000524
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.2600000000093
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.2899999999936
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",302.6450000000041
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.3600000000006
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",302.1849999999977
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.4649999999965
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",302.3249999999971
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.4350000000122
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.3799999999901
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.054999999993
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.375
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.3150000000023
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",302.9200000000128
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.2149999999965
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",301.875
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",300.15999999998894
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",302.75999999999476
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.2250000000058
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.24499999999534
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",302.8350000000064
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",300.6350000000093
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",300.8249999999971
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",305.27999999999884
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",305.6750000000029
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",301.25
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",301.5149999999994
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",305.6849999999977
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",300.95500000000175
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",305.22000000000116
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.2700000000041
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.40000000000873
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",302.6399999999994
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.5399999999936
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",305.21500000001106
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",305.33000000000175
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",304.8399999999965
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",302.95500000000175
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.3150000000023
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",302.3350000000064
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",302.41999999999825
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.38000000000466
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.38000000000466
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.3500000000058
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.3799999999901
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.4399999999878
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.26500000001397
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.3549999999959
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.40499999999884
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.3700000000099
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.39000000001397
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.375
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.3649999999907
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",302.91999999999825
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",302.6100000000006
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",301.5
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",304.00500000000466
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.0749999999971
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.27500000000873
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",301.44499999999243
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",302.7100000000064
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",304.1000000000058
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.445000000007
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",302.5
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",303.36500000000524
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",301.74499999999534
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","300",302.04499999999825
