"Browser","Browser Version","Short Browser Version","Engine","Engine Version","OS","OS Version","Measurement","showlatency","hidelatency","delay","measuredto"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","59836","175792","100","102"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","44492","122884","110","111"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46172","172368","150","151"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46180","407896","400","401"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46188","807252","800","801"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46176","107520","100","101"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","44484","122880","110","110"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46180","157012","150","151"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46180","407888","400","400"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","44412","808932","800","800"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46184","105808","100","100"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46116","122864","110","111"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46180","157016","150","151"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46180","406184","400","400"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46192","808968","800","800"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","112732","105824","100","100"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","87048","122880","110","110"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46188","155304","150","151"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46176","407900","400","400"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46184","807256","800","800"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","297064","107520","100","101"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","319268","122880","110","110"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","35896","174040","150","150"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","44460","407896","400","400"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46180","807256","800","800"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46172","107520","100","101"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46196","122880","110","110"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46188","155304","150","151"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46176","407896","400","400"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46184","807264","800","800"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46188","107520","100","101"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","44488","124592","110","111"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","61544","157008","150","150"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46184","407900","400","401"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","44476","808952","800","801"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46188","105808","100","101"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46192","122872","110","110"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46192","157016","150","151"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46192","407904","400","401"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","44476","808960","800","801"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46184","105808","100","101"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46192","122880","110","111"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46192","157008","150","150"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46188","406184","400","400"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46188","808960","800","800"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46200","105812","100","100"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46176","122880","110","110"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46108","155288","150","151"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46200","407888","400","400"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46192","807248","800","801"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46200","107512","100","101"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46176","122880","110","111"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46188","155304","150","150"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46184","407892","400","400"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46188","807256","800","800"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46188","105816","100","101"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46112","124560","110","110"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46188","155312","150","150"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46188","407896","400","400"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46184","807256","800","800"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46176","105816","100","101"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46188","122880","110","110"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46176","157016","150","151"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46108","407888","400","401"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","44472","808960","800","801"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46180","105816","100","101"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46188","122880","110","111"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46116","157000","150","150"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46176","406188","400","401"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46196","808952","800","801"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46184","105816","100","100"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46192","122880","110","111"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46168","155304","150","151"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","47876","406192","400","400"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46200","808960","800","800"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46176","105816","100","100"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46184","122880","110","111"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46184","155300","150","151"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46184","407888","400","401"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46168","807256","800","801"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46184","107520","100","101"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46192","122872","110","110"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46196","155304","150","150"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46204","407892","400","401"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46172","807256","800","800"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46124","105780","100","100"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","47892","122880","110","111"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46180","155304","150","151"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46184","407888","400","401"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46172","807256","800","801"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46188","105816","100","100"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46184","122880","110","111"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46180","157016","150","151"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46180","406192","400","400"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","47900","807248","800","801"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46188","105808","100","101"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46184","122880","110","110"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46184","155308","150","150"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","47892","406184","400","401"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","63256","807248","800","801"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","47892","104104","100","101"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","47900","121168","110","111"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","47900","155312","150","151"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46168","407896","400","401"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46176","807260","800","801"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","46176","105816","100","100"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","47908","121176","110","110"
"Safari","10.1","10","WebKit","603.1.30","Mac OS","10.11.6","minno","47900","155304","150","150"
