"Browser","Browser Version","Short Browser Version","Engine","Engine Version","OS","OS Version","Measurement","showlatency","hidelatency","delay","measuredto"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","12924","33688","100","101"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","4956","117304","110","110"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","49608","149728","150","150"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","51236","400584","400","400"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","49520","799968","800","801"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","49608","10023","100","100"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","66688","100240","110","110"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","51308","149728","150","150"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","5132","400600","400","400"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","49536","79944","800","800"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","49600","100240","100","100"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","49608","117312","110","110"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","68368","132656","150","150"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","6668","383544","400","400"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","51284","79996","800","801"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","49612","117304","100","100"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","68380","100240","110","110"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","51284","149736","150","151"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","49604","0068","400","400"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","51308","79968","800","800"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","6650","83184","100","100"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","52976","134368","110","110"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","49596","149728","150","150"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","51296","400608","400","400"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","6576","782888","800","800"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","51300","100240","100","100"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","6664","101944","110","110"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","49588","151432","150","150"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","49604","400624","400","400"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","66644","801680","800","800"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","49528","10224","100","100"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","4956","17304","110","110"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","51296","149736","150","151"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","66676","383544","400","400"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","51308","799968","800","800"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","49524","117288","100","100"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","66680","100240","110","110"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","51300","149736","150","151"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","49604","00608","400","400"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","51300","79976","800","800"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","6668","83176","100","100"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","52984","117304","110","110"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","49604","149728","150","150"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","51300","417680","400","400"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","49512","799968","800","801"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","6688","83160","100","100"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","52968","117312","110","110"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","49588","151440","150","150"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","4960","40616","400","400"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","51308","799968","800","800"
"Firefox","53.0","53","Gecko","53.0","Ubuntu","undefined","minno","4960","100232","100","100"
