"","showlatency","hidelatency","delay"
"674",56.336,122.88,100
"675",59.764,119.432,110
"676",63.152,1000.104,1000
"677",69.98,52.88,50
"678",56.336,121.176,100
"679",61.452,121.152,110
"680",59.74,1003.516,1000
"681",68.276,52.876,50
"682",56.336,119.472,100
"683",63.164,121.148,110
"684",59.744,1003.508,1000
"685",68.276,52.88,50
"686",56.34,121.168,100
"687",61.46,117.736,110
"688",63.168,1003.496,1000
"689",68.268,52.864,50
"690",56.356,117.744,100
"691",63.16,122.872,110
"692",59.74,1001.812,1000
"693",69.988,51.152,50
"694",58.06,102.392,100
"695",63.164,117.74,110
"696",63.168,1005.208,1000
"697",66.56,54.584,50
"698",71.7,100.696,100
"699",64.868,117.752,110
"700",63.168,1003.496,1000
"701",68.284,52.864,50
"702",56.348,119.456,100
"703",63.152,117.76,110
"704",63.168,1001.808,1000
"705",69.976,54.592,50
"706",71.696,100.692,100
"707",63.156,121.16,110
"708",61.46,1001.8,1000
"709",69.992,51.16,50
"710",58.044,121.16,100
"711",59.752,121.16,110
"712",61.452,1001.808,1000
"713",69.968,52.888,50
"714",56.34,119.464,100
"715",61.46,119.456,110
"716",63.164,1003.512,1000
"717",68.28,51.168,50
"718",58.044,119.468,100
"719",61.452,119.456,110
"720",63.16,1003.508,1000
"721",68.264,52.876,50
"722",54.644,122.88,100
"723",59.76,121.144,110
"724",61.46,1001.808,1000
"725",69.98,54.576,50
"726",69.988,102.4,100
"727",63.148,119.464,110
"728",63.164,1003.496,1000
"729",66.564,52.888,50
"730",56.348,121.156,100
"731",61.46,119.436,110
"732",63.172,1005.2,1000
"733",66.552,52.884,50
"734",71.696,102.4,100
"735",63.156,121.168,110
"736",61.44,1001.816,1000
"737",70,51.152,50
"738",56.348,119.448,100
"739",63.168,119.448,110
"740",61.476,1003.488,1000
"741",69.976,51.176,50
"742",56.34,119.472,100
"743",63.16,117.744,110
"744",63.152,1003.512,1000
"745",70,51.144,50
"746",56.344,122.872,100
"747",59.76,117.74,110
"748",64.864,1001.796,1000
"749",68.28,52.868,50
"750",56.348,119.456,100
"751",63.164,119.44,110
"752",61.452,1001.796,1000
"753",69.992,56.28,50
"754",69.984,102.408,100
"755",63.16,117.76,110
"756",63.164,1001.8,1000
"757",69.976,52.88,50
"758",56.344,119.456,100
"759",61.496,121.12,110
"760",61.464,1003.492,1000
"761",68.284,52.864,50
"762",56.348,119.456,100
"763",63.156,117.744,110
"764",63.152,1003.52,1000
"765",68.276,52.864,50
"766",56.34,121.168,100
"767",61.468,119.432,110
"768",61.46,1005.204,1000
"769",66.564,52.872,50
"770",56.34,121.168,100
"771",61.44,117.748,110
"772",63.148,1003.52,1000
"773",68.268,56.288,50
"774",69.996,102.4,100
"775",63.192,117.728,110
"776",63.172,1003.496,1000
"777",68.284,51.144,50
"778",58.04,119.464,100
"779",61.444,119.472,110
"780",63.164,1005.212,1000
"781",66.556,52.872,50
"782",73.4,100.692,100
"783",63.184,119.436,110
"784",63.156,1003.52,1000
"785",68.268,54.592,50
"786",69.992,102.4,100
"787",63.156,119.464,110
"788",63.16,1003.52,1000
"789",68.276,52.864,50
"790",71.7,102.4,100
"791",63.148,122.872,110
"792",59.736,1001.808,1000
"793",69.992,51.16,50
"794",56.34,119.448,100
"795",63.152,119.46,110
"796",63.156,1001.816,1000
"797",69.968,54.608,50
"798",69.996,102.4,100
"799",63.156,119.456,110
"800",63.156,1000.096,1000
"801",71.676,51.172,50
"802",56.348,121.144,100
"803",61.452,119.456,110
"804",63.164,1001.808,1000
"805",68.268,56.292,50
"806",69.992,102.4,100
"807",63.152,121.176,110
"808",61.444,1000.104,1000
"809",69.968,54.6,50
"810",71.696,102.396,100
"811",63.172,119.44,110
"812",63.156,1000.088,1000
"813",69.968,56.312,50
"814",69.984,102.4,100
"815",63.172,117.736,110
"816",63.172,1003.496,1000
"817",68.284,52.864,50
"818",56.352,119.448,100
"819",63.156,121.176,110
"820",59.744,1001.8,1000
"821",69.992,52.872,50
"822",71.688,104.1,100
"823",63.164,117.748,110
"824",63.148,1003.52,1000
"825",68.276,52.86,50
"826",56.34,121.172,100
"827",61.456,117.752,110
"828",63.172,1003.488,1000
"829",68.272,51.168,50
"830",58.052,119.448,100
"831",61.456,119.456,110
"832",63.188,1001.784,1000
"833",69.98,52.88,50
"834",71.696,104.104,100
"835",61.46,119.444,110
"836",63.16,1005.208,1000
"837",66.572,52.872,50
"838",73.416,102.392,100
"839",61.476,121.136,110
"840",61.448,1001.824,1000
"841",69.984,52.864,50
"842",71.708,105.812,100
"843",59.74,119.472,110
"844",63.172,1001.792,1000
"845",69.992,51.168,50
"846",56.34,121.168,100
"847",61.464,119.44,110
"848",63.164,1001.792,1000
"849",69.984,52.872,50
"850",71.692,102.404,100
"851",63.16,121.16,110
"852",61.456,1001.812,1000
"853",69.964,52.896,50
"854",71.696,105.82,100
"855",59.744,119.464,110
"856",63.156,1005.224,1000
"857",64.876,54.584,50
"858",71.7,105.808,100
"859",59.736,119.456,110
"860",63.168,1001.784,1000
"861",68.28,54.58,50
"862",71.7,102.396,100
"863",63.156,121.16,110
"864",59.752,1003.512,1000
"865",70.008,51.14,50
"866",56.336,119.464,100
"867",63.168,117.744,110
"868",63.156,1003.512,1000
"869",68.26,56.284,50
"870",69.984,102.4,100
"871",63.156,119.468,110
"872",61.46,1003.504,1000
"873",68.272,52.88,50
"874",56.352,117.76,100
"875",64.86,121.168,110
"876",59.744,1001.816,1000
"877",69.984,52.884,50
"878",73.396,104.104,100
"879",61.44,119.464,110
"880",61.456,1001.808,1000
"881",69.988,54.56,50
"882",71.696,100.696,100
"883",63.16,121.16,110
"884",61.44,1005.22,1000
"885",66.58,51.144,50
"886",58.056,117.752,100
"887",63.172,121.152,110
"888",61.444,1001.808,1000
"889",69.96,54.608,50
"890",71.7,100.692,100
"891",63.16,119.448,110
"892",63.152,1003.512,1000
"893",68.28,52.872,50
"894",73.404,104.108,100
"895",59.752,121.148,110
"896",61.48,1001.776,1000
"897",69.984,54.572,50
"898",69.992,102.392,100
"899",63.156,122.88,110
"900",59.744,1001.808,1000
"901",69.96,52.884,50
"902",71.696,102.4,100
"903",63.168,119.44,110
"904",63.148,984.744,1000
"905",63.152,52.912,50
"906",73.4,85.332,100
"907",73.408,102.4,110
"908",61.46,1003.5,1000
"909",68.264,52.876,50
"910",56.352,102.376,100
"911",63.164,122.872,110
"912",59.748,1001.784,1000
"913",68.28,52.86,50
"914",73.4,104.112,100
"915",61.448,122.88,110
"916",59.764,1003.48,1000
"917",66.576,54.576,50
"918",71.692,102.408,100
"919",63.172,119.436,110
"920",63.168,1003.492,1000
"921",66.568,54.564,50
"922",71.712,102.396,100
"923",63.156,121.168,110
"924",59.756,1003.508,1000
"925",68.276,52.864,50
"926",73.404,104.112,100
"927",61.464,119.448,110
"928",63.152,1001.824,1000
"929",68.292,56.264,50
"930",69.988,102.392,100
"931",63.156,117.76,110
"932",63.16,1018.872,1000
"933",69.972,54.608,50
"934",69.984,102.396,100
"935",64.864,117.752,110
"936",63.148,1003.52,1000
"937",68.264,52.888,50
"938",73.416,104.104,100
"939",76.808,104.1,110
"940",78.508,1001.812,1000
"941",69.976,51.176,50
"942",73.408,104.108,100
"943",78.508,105.812,110
"944",76.8,1001.816,1000
"945",68.28,52.872,50
"946",73.4,102.4,100
"947",78.504,102.4,110
"948",80.232,1003.516,1000
"949",68.276,52.872,50
"950",73.408,100.696,100
"951",63.172,121.144,110
"952",78.52,1001.816,1000
"953",69.976,51.168,50
"954",73.4,104.112,100
"955",78.516,102.372,110
"956",80.22,1000.088,1000
"957",71.684,54.592,50
"958",69.996,102.4,100
"959",80.212,102.4,110
"960",80.224,1000.108,1000
"961",70.004,52.848,50
"962",73.4,105.812,100
"963",76.808,117.768,110
"964",80.204,1001.816,1000
"965",68.26,52.888,50
"966",73.416,104.108,100
"967",78.516,105.82,110
"968",76.804,1003.52,1000
"969",66.564,56.288,50
"970",69.992,102.4,100
"971",78.508,102.4,110
"972",80.212,1001.824,1000
"973",69.984,51.16,50
"974",75.108,104.108,100
"975",76.816,104.096,110
"976",78.5,1001.812,1000
"977",69.988,51.148,50
"978",73.404,105.808,100
"979",76.812,119.444,110
"980",78.516,1005.224,1000
"981",66.564,71.648,50
"982",69.984,102.408,100
"983",63.152,119.448,110
"984",80.212,1003.52,1000
"985",68.276,54.584,50
"986",70,104.1,100
"987",78.512,102.4,110
"988",63.16,1001.808,1000
"989",68.288,52.864,50
"990",73.4,102.4,100
"991",63.156,121.168,110
"992",76.808,1001.808,1000
"993",69.992,54.576,50
"994",71.712,104.104,100
"995",78.508,100.692,110
"996",63.156,1001.8,1000
"997",69.988,56.288,50
"998",69.992,102.408,100
"999",80.204,104.108,110
"1000",76.808,1003.512,1000
"1001",68.268,51.168,50
"1002",73.4,104.112,100
"1003",78.512,102.4,110
"1004",80.216,1001.812,1000
"1005",69.988,52.872,50
"1006",71.696,105.816,100
"1007",59.764,119.44,110
"1008",63.144,1020.592,1000
"1009",66.564,52.872,50
"1010",73.412,102.4,100
"1011",80.216,100.696,110
"1012",63.168,1022.272,1000
"1013",66.568,52.88,50
"1014",73.416,104.112,100
"1015",76.812,104.084,110
"1016",61.464,1003.504,1000
"1017",68.268,54.588,50
"1018",71.692,100.692,100
"1019",80.228,104.108,110
"1020",78.516,1003.512,1000
"1021",68.272,51.16,50
"1022",73.396,104.112,100
"1023",61.448,119.456,110
"1024",80.228,1003.52,1000
"1025",66.552,54.58,50
"1026",71.696,104.104,100
"1027",76.8,122.884,110
"1028",59.756,1020.56,1000
"1029",68.272,51.176,50
"1030",90.464,105.82,100
"1031",76.804,102.392,110
"1032",80.236,1000.084,1000
"1033",69.98,54.592,50
"1034",71.692,102.392,100
"1035",63.164,121.168,110
"1036",76.804,1003.52,1000
"1037",68.264,52.876,50
"1038",73.404,104.104,100
"1039",76.812,122.88,110
"1040",76.812,1003.504,1000
"1041",66.564,54.588,50
"1042",71.692,105.812,100
"1043",76.804,119.472,110
"1044",78.508,1003.512,1000
"1045",68.268,52.888,50
"1046",73.404,104.104,100
"1047",76.816,104.088,110
"1048",78.508,1001.816,1000
"1049",68.3,52.84,50
"1050",73.412,104.096,100
"1051",78.512,102.408,110
"1052",78.52,1003.512,1000
"1053",68.26,52.888,50
"1054",73.408,104.104,100
"1055",76.8,104.112,110
"1056",78.508,1003.512,1000
"1057",68.272,51.164,50
"1058",75.112,102.4,100
"1059",78.512,102.408,110
"1060",80.22,1001.812,1000
"1061",69.98,54.584,50
"1062",71.692,100.692,100
"1063",63.184,121.12,110
"1064",76.808,1022.292,1000
"1065",66.552,69.952,50
"1066",71.704,104.104,100
"1067",78.5,102.4,110
"1068",80.212,1001.824,1000
"1069",69.992,54.568,50
"1070",69.988,102.392,100
"1071",80.224,105.808,110
"1072",75.1,1003.528,1000
"1073",68.26,52.884,50
"1074",73.404,102.4,100
"1075",80.216,100.68,110
"1076",80.204,1005.24,1000
"1077",66.572,69.936,50
"1078",71.696,104.112,100
"1079",78.516,102.384,110
"1080",80.216,1001.808,1000
"1081",69.988,51.16,50
"1082",73.404,102.408,100
"1083",80.216,104.108,110
"1084",78.512,1003.512,1000
"1085",66.552,69.952,50
"1086",73.404,100.696,100
"1087",80.212,104.108,110
"1088",78.516,1005.224,1000
"1089",66.572,69.928,50
"1090",71.696,104.112,100
"1091",78.512,119.468,110
"1092",78.512,1003.52,1000
"1093",68.272,69.928,50
"1094",71.692,105.812,100
"1095",76.796,121.168,110
"1096",76.804,1003.508,1000
"1097",68.268,69.952,50
"1098",73.404,100.688,100
"1099",80.208,102.392,110
"1100",80.224,1001.812,1000
"1101",69.972,52.884,50
"1102",71.692,104.104,100
"1103",78.512,102.392,110
"1104",78.512,1003.52,1000
"1105",68.268,52.88,50
"1106",73.408,104.1,100
"1107",78.512,119.468,110
"1108",78.5,1003.52,1000
"1109",68.276,52.88,50
"1110",73.404,100.696,100
"1111",80.22,104.108,110
"1112",78.508,1003.5,1000
"1113",66.556,71.664,50
"1114",71.7,104.104,100
"1115",76.804,122.88,110
"1116",59.752,1018.872,1000
"1117",69.968,51.184,50
"1118",73.4,102.4,100
"1119",80.216,104.112,110
"1120",76.804,1003.52,1000
"1121",69.972,51.168,50
"1122",73.404,104.112,100
"1123",78.516,121.16,110
"1124",76.808,1005.224,1000
"1125",83.612,51.192,50
"1126",73.408,104.112,100
"1127",78.516,102.388,110
"1128",78.504,1003.516,1000
"1129",68.304,52.848,50
"1130",73.412,104.096,100
"1131",78.516,117.768,110
"1132",80.22,1003.516,1000
"1133",68.26,69.952,50
"1134",71.692,102.4,100
"1135",80.212,104.108,110
"1136",76.792,1005.224,1000
"1137",66.604,69.9,50
"1138",73.404,102.408,100
"1139",63.164,117.736,110
"1140",63.168,1005.208,1000
"1141",66.564,69.944,50
"1142",71.688,102.4,100
"1143",80.212,104.108,110
"1144",78.492,1001.812,1000
"1145",68.276,71.648,50
"1146",71.692,102.4,100
"1147",80.228,117.76,110
"1148",63.168,1005.2,1000
"1149",83.616,51.18,50
"1150",73.396,104.104,100
"1151",78.508,121.176,110
"1152",76.8,1003.508,1000
"1153",68.276,52.864,50
"1154",73.404,104.112,100
"1155",76.812,122.88,110
"1156",76.808,1003.52,1000
"1157",85.328,54.576,50
"1158",69.988,102.4,100
"1159",80.212,102.4,110
"1160",78.516,1005.232,1000
"1161",83.604,54.608,50
"1162",69.988,102.4,100
"1163",80.22,119.456,110
"1164",80.212,1000.108,1000
"1165",71.68,52.876,50
"1166",71.7,102.404,100
"1167",80.22,104.104,110
"1168",76.804,1003.52,1000
"1169",68.276,69.936,50
"1170",73.404,104.108,100
"1171",76.804,119.456,110
"1172",80.2,1003.52,1000
"1173",66.58,69.928,50
"1174",71.708,104.108,100
"1175",78.5,102.404,110
"1176",80.228,1003.512,1000
"1177",85.344,52.872,50
"1178",71.692,102.4,100
"1179",80.22,100.692,110
"1180",81.932,1001.812,1000
"1181",85.32,52.896,50
"1182",71.696,104.104,100
"1183",78.508,119.468,110
"1184",80.228,1000.096,1000
"1185",71.668,52.896,50
"1186",71.7,102.408,100
"1187",80.212,117.752,110
"1188",80.22,1003.524,1000
"1189",68.284,71.64,50
"1190",69.996,119.464,100
"1191",80.224,100.692,110
"1192",81.928,1000.112,1000
"1193",69.976,54.592,50
"1194",71.7,102.4,100
"1195",80.208,117.752,110
"1196",80.224,1003.524,1000
"1197",66.572,71.648,50
"1198",71.692,102.4,100
"1199",80.216,102.408,110
"1200",78.516,1001.808,1000
"1201",69.98,52.88,50
"1202",71.692,104.1,100
"1203",78.508,119.456,110
"1204",80.232,1000.076,1000
"1205",69.972,54.584,50
"1206",71.7,102.392,100
"1207",80.224,121.172,110
"1208",76.82,1003.52,1000
"1209",68.276,69.928,50
"1210",71.688,102.4,100
"1211",80.212,119.468,110
"1212",78.508,1003.512,1000
"1213",85.324,51.184,50
"1214",75.112,100.692,100
"1215",80.216,121.172,110
"1216",78.508,1001.816,1000
"1217",68.284,52.864,50
"1218",73.408,104.1,100
"1219",78.5,119.468,110
"1220",78.504,1001.812,1000
"1221",69.976,69.944,50
"1222",71.7,102.392,100
"1223",80.208,117.76,110
"1224",81.916,1000.108,1000
"1225",69.968,54.576,50
"1226",71.692,100.696,100
"1227",81.92,104.096,110
"1228",76.796,1001.808,1000
"1229",69.992,52.864,50
"1230",73.404,100.692,100
"1231",80.208,119.472,110
"1232",80.216,1001.812,1000
"1233",69.976,66.552,50
"1234",75.112,104.104,100
"1235",76.804,119.472,110
"1236",80.208,1000.108,1000
"1237",71.692,51.16,50
"1238",73.4,104.108,100
"1239",78.524,102.392,110
"1240",78.512,1003.528,1000
"1241",68.276,69.928,50
"1242",73.408,102.396,100
"1243",78.492,102.4,110
"1244",63.156,1001.808,1000
"1245",69.992,71.64,50
"1246",69.996,105.812,100
"1247",76.808,102.392,110
"1248",80.228,1001.808,1000
"1249",85.32,54.624,50
"1250",71.692,102.4,100
"1251",78.5,121.172,110
"1252",78.508,1003.5,1000
"1253",83.624,54.584,50
"1254",71.7,104.104,100
"1255",78.516,117.76,110
"1256",63.144,1003.52,1000
"1257",68.256,51.184,50
"1258",75.108,102.4,100
"1259",80.22,100.68,110
"1260",80.22,1003.528,1000
"1261",85.324,52.88,50
"1262",71.7,102.408,100
"1263",80.216,102.4,110
"1264",80.22,1003.52,1000
"1265",66.564,54.576,50
"1266",71.704,102.408,100
"1267",63.156,117.744,110
"1268",63.164,1003.504,1000
"1269",68.304,54.56,50
"1270",71.696,102.4,100
"1271",78.512,121.168,110
"1272",78.516,1003.52,1000
"1273",85.316,51.2,50
"1274",73.412,104.108,100
"1275",78.5,119.464,110
"1276",78.508,1001.804,1000
"1277",69.976,68.232,50
"1278",73.4,104.108,100
"1279",78.5,117.764,110
"1280",81.92,1000.108,1000
"1281",69.984,52.88,50
"1282",73.4,104.108,100
"1283",76.784,119.472,110
"1284",80.212,1001.812,1000
"1285",69.976,68.232,50
"1286",73.408,104.108,100
"1287",78.508,119.468,110
"1288",78.516,1003.504,1000
"1289",85.32,51.2,50
"1290",73.396,104.108,100
"1291",78.504,121.18,110
"1292",76.808,1003.504,1000
"1293",85.32,52.88,50
"1294",71.708,104.108,100
"1295",78.516,119.472,110
"1296",78.496,1003.52,1000
"1297",85.308,52.904,50
"1298",73.42,100.692,100
"1299",80.216,119.464,110
"1300",80.2,1001.816,1000
"1301",85.344,52.872,50
"1302",73.4,104.108,100
"1303",76.792,121.176,110
"1304",78.508,1003.528,1000
"1305",85.316,52.892,50
"1306",71.696,102.4,100
"1307",80.228,119.456,110
"1308",78.512,1003.528,1000
"1309",85.332,52.892,50
"1310",71.692,104.108,100
"1311",78.508,121.164,110
"1312",76.8,1003.52,1000
"1313",68.276,54.58,50
"1314",71.7,102.4,100
"1315",80.228,117.744,110
"1316",80.208,1001.816,1000
"1317",69.988,51.168,50
"1318",73.404,104.108,100
"1319",78.496,121.172,110
"1320",76.812,1003.52,1000
"1321",68.26,54.592,50
"1322",71.696,102.4,100
"1323",78.512,102.4,110
"1324",80.224,1001.808,1000
"1325",69.984,51.168,50
"1326",75.112,102.4,100
"1327",78.5,119.464,110
"1328",80.228,1001.808,1000
"1329",85.316,51.2,50
"1330",75.1,104.112,100
"1331",76.816,119.44,110
"1332",80.22,1001.808,1000
"1333",85.328,52.896,50
"1334",73.408,104.112,100
"1335",78.52,117.76,110
"1336",80.22,1001.812,1000
"1337",87.028,51.2,50
"1338",73.392,104.104,100
"1339",78.504,117.768,110
"1340",80.22,1001.808,1000
"1341",69.964,69.96,50
"1342",73.408,100.696,100
"1343",80.212,119.472,110
"1344",78.516,1003.52,1000
"1345",85.32,52.888,50
"1346",73.396,100.696,100
"1347",80.216,119.472,110
"1348",80.22,1001.796,1000
"1349",85.312,52.9,50
"1350",73.4,100.696,100
"1351",81.924,117.764,110
"1352",80.216,1001.812,1000
"1353",85.308,52.904,50
"1354",73.404,104.108,100
"1355",78.512,119.464,110
"1356",78.5,1001.812,1000
"1357",87.016,51.192,50
"1358",73.404,102.4,100
"1359",80.232,117.756,110
"1360",80.208,1003.528,1000
"1361",85.316,54.596,50
"1362",71.696,117.764,100
"1363",80.212,119.464,110
"1364",63.16,1018.872,1000
"1365",85.308,52.904,50
"1366",73.404,100.692,100
"1367",80.212,119.472,110
"1368",80.208,1000.108,1000
"1369",71.672,52.892,50
"1370",71.704,119.468,100
"1371",78.508,121.168,110
"1372",78.508,1001.82,1000
"1373",85.324,54.592,50
"1374",71.712,102.408,100
"1375",63.156,121.156,110
"1376",76.8,1003.504,1000
"1377",85.308,52.912,50
"1378",71.7,104.104,100
"1379",63.18,117.72,110
"1380",80.212,1001.816,1000
"1381",69.988,51.16,50
"1382",73.392,104.108,100
"1383",78.508,121.18,110
"1384",76.8,1003.52,1000
"1385",68.28,69.952,50
"1386",73.404,100.692,100
"1387",80.224,104.112,110
"1388",78.516,1003.504,1000
"1389",83.62,54.584,50
"1390",71.708,102.4,100
"1391",80.224,100.696,110
"1392",63.172,1018.856,1000
"1393",87.008,51.196,50
"1394",73.408,104.104,100
"1395",78.508,119.472,110
"1396",78.52,1003.492,1000
"1397",85.332,52.872,50
"1398",73.408,117.76,100
"1399",80.236,119.456,110
"1400",78.512,1003.512,1000
"1401",85.32,54.596,50
"1402",87.056,104.112,100
"1403",78.508,121.156,110
"1404",76.816,1003.512,1000
"1405",85.336,54.592,50
"1406",71.704,119.456,100
"1407",78.508,119.48,110
"1408",80.204,1000.104,1000
"1409",87.016,54.608,50
"1410",87.06,102.4,100
"1411",80.224,117.756,110
"1412",80.212,1005.224,1000
"1413",83.624,54.596,50
"1414",87.056,102.404,100
"1415",80.216,119.464,110
"1416",80.224,1000.108,1000
"1417",87.04,52.888,50
"1418",73.4,117.76,100
"1419",80.212,117.76,110
"1420",81.932,1000.104,1000
"1421",87.016,52.908,50
"1422",73.408,117.76,100
"1423",80.224,119.468,110
"1424",78.504,1001.812,1000
"1425",87.02,52.896,50
"1426",73.404,117.76,100
"1427",80.212,117.768,110
"1428",64.868,1017.144,1000
"1429",69.976,54.588,50
"1430",71.696,104.104,100
"1431",76.804,121.16,110
"1432",78.516,1001.816,1000
"1433",85.328,52.888,50
"1434",73.404,104.108,100
"1435",78.508,119.464,110
"1436",78.504,1003.52,1000
"1437",85.328,52.892,50
"1438",71.696,119.456,100
"1439",80.22,117.744,110
"1440",80.22,1001.812,1000
"1441",87.032,52.908,50
"1442",88.768,104.108,100
"1443",78.512,119.448,110
"1444",78.524,1003.504,1000
"1445",85.32,51.176,50
"1446",73.396,104.112,100
"1447",78.5,117.76,110
"1448",80.224,1001.812,1000
"1449",87.024,52.88,50
"1450",73.404,117.752,100
"1451",80.216,121.172,110
"1452",76.804,1001.816,1000
"1453",87.024,52.9,50
"1454",88.764,102.4,100
"1455",80.224,102.4,110
"1456",78.52,1003.52,1000
"1457",85.316,52.892,50
"1458",73.4,117.76,100
"1459",80.216,102.392,110
"1460",80.232,1001.808,1000
"1461",85.316,54.608,50
"1462",88.764,104.112,100
"1463",76.816,119.46,110
"1464",80.22,1001.816,1000
"1465",87.016,51.2,50
"1466",73.396,117.768,100
"1467",80.216,119.468,110
"1468",80.208,1003.52,1000
"1469",83.636,52.88,50
"1470",73.408,102.4,100
"1471",80.204,117.76,110
"1472",80.216,1003.512,1000
"1473",83.608,52.912,50
"1474",73.408,102.396,100
"1475",80.204,119.464,110
"1476",78.524,1001.808,1000
"1477",87.024,52.896,50
"1478",88.76,104.104,100
"1479",78.512,119.472,110
"1480",78.508,1003.516,1000
"1481",85.324,52.888,50
"1482",71.7,121.172,100
"1483",78.512,117.756,110
"1484",80.212,1003.52,1000
"1485",85.316,51.2,50
"1486",73.4,119.48,100
"1487",80.204,117.76,110
"1488",80.216,1003.528,1000
"1489",85.336,51.176,50
"1490",73.4,102.4,100
"1491",80.208,121.172,110
"1492",78.508,1000.108,1000
"1493",87.024,52.912,50
"1494",88.752,102.4,100
"1495",80.212,119.472,110
"1496",78.532,1003.492,1000
"1497",85.324,51.18,50
"1498",75.096,100.696,100
"1499",80.204,121.176,110
"1500",78.512,1000.1,1000
"1501",87.028,52.888,50
"1502",73.408,119.468,100
"1503",78.512,119.464,110
"1504",80.216,1001.808,1000
"1505",68.272,71.652,50
"1506",88.76,100.696,100
"1507",80.224,119.456,110
"1508",80.224,1000.116,1000
"1509",87.036,54.592,50
"1510",88.764,100.696,100
"1511",80.208,121.176,110
"1512",78.536,1000.08,1000
"1513",69.996,71.648,50
"1514",88.768,100.692,100
"1515",80.228,121.16,110
"1516",78.512,1000.108,1000
"1517",87.02,54.596,50
"1518",88.76,100.696,100
"1519",80.208,121.172,110
"1520",78.5,1000.108,1000
"1521",87.016,52.888,50
"1522",73.4,117.76,100
"1523",80.212,121.184,110
"1524",78.496,1000.104,1000
"1525",69.972,69.952,50
"1526",73.408,102.392,100
"1527",78.512,121.176,110
"1528",78.52,1000.088,1000
"1529",88.744,52.896,50
"1530",71.696,117.76,100
"1531",80.236,102.392,110
"1532",80.22,1001.804,1000
"1533",69.976,52.88,50
"1534",73.408,100.688,100
"1535",63.164,119.44,110
"1536",80.216,1001.82,1000
"1537",68.272,54.58,50
"1538",71.696,102.4,100
"1539",80.22,102.392,110
"1540",78.516,1003.52,1000
"1541",68.264,54.584,50
"1542",71.7,121.176,100
"1543",76.8,104.096,110
"1544",78.504,1001.812,1000
"1545",69.98,68.232,50
"1546",73.4,102.4,100
"1547",80.224,119.468,110
"1548",78.496,1003.52,1000
"1549",68.292,52.864,50
"1550",73.408,100.696,100
"1551",64.868,117.76,110
"1552",80.232,1001.816,1000
"1553",69.992,52.86,50
"1554",71.692,102.4,100
"1555",80.208,102.4,110
"1556",78.5,1003.52,1000
"1557",68.276,54.592,50
"1558",88.776,102.4,100
"1559",78.512,104.104,110
"1560",78.508,1001.812,1000
"1561",69.98,52.872,50
"1562",71.696,104.104,100
"1563",78.508,104.112,110
"1564",78.504,1001.816,1000
"1565",87.02,51.192,50
"1566",73.392,117.76,100
"1567",80.22,121.168,110
"1568",78.5,1001.812,1000
"1569",68.272,71.632,50
"1570",71.696,117.76,100
"1571",80.228,121.168,110
"1572",78.512,1001.824,1000
"1573",85.312,52.888,50
"1574",73.404,102.4,100
"1575",78.516,121.16,110
"1576",78.504,1001.808,1000
"1577",69.968,52.896,50
"1578",71.7,102.4,100
"1579",80.212,102.404,110
"1580",80.212,1001.812,1000
"1581",85.316,52.896,50
"1582",73.408,121.176,100
"1583",76.796,119.464,110
"1584",80.2,1003.52,1000
"1585",83.604,52.912,50
"1586",73.408,119.472,100
"1587",78.496,121.172,110
"1588",78.508,1000.104,1000
"1589",87.016,54.616,50
"1590",71.704,119.464,100
"1591",78.512,119.468,110
"1592",80.228,1003.512,1000
"1593",83.608,52.916,50
"1594",73.392,100.696,100
"1595",80.212,102.392,110
"1596",80.22,1003.52,1000
"1597",85.328,51.188,50
"1598",73.4,102.4,100
"1599",80.224,102.4,110
"1600",80.224,1003.52,1000
"1601",68.288,51.144,50
"1602",73.412,104.108,100
"1603",78.508,102.392,110
"1604",78.508,1003.512,1000
"1605",68.268,54.6,50
"1606",71.704,102.4,100
"1607",78.512,119.468,110
"1608",80.228,1000.096,1000
"1609",71.668,68.256,50
"1610",90.472,102.4,100
"1611",78.508,102.404,110
"1612",80.212,1003.512,1000
"1613",85.316,51.184,50
"1614",90.468,102.4,100
"1615",78.512,121.18,110
"1616",78.512,1001.808,1000
"1617",69.98,52.872,50
"1618",71.696,102.4,100
"1619",80.224,121.168,110
"1620",78.508,1000.1,1000
"1621",69.976,52.872,50
"1622",73.408,117.752,100
"1623",80.216,121.168,110
"1624",78.512,1000.112,1000
"1625",87.028,54.592,50
"1626",88.776,104.112,100
"1627",76.808,104.104,110
"1628",78.516,1001.824,1000
"1629",87.024,52.88,50
"1630",88.768,104.104,100
"1631",78.52,117.76,110
"1632",63.16,1018.872,1000
"1633",69.96,69.96,50
"1634",71.696,104.104,100
"1635",78.508,117.764,110
"1636",80.208,1003.52,1000
"1637",68.26,68.244,50
"1638",73.404,104.104,100
"1639",78.528,117.744,110
"1640",80.22,1003.524,1000
"1641",85.324,54.6,50
"1642",69.988,104.104,100
"1643",78.516,104.092,110
"1644",78.516,1001.812,1000
"1645",69.976,51.176,50
"1646",73.408,104.116,100
"1647",78.5,117.76,110
"1648",80.216,1001.816,1000
"1649",87.036,52.876,50
"1650",71.696,119.468,100
"1651",80.208,100.696,110
"1652",80.224,1003.52,1000
"1653",85.32,52.9,50
"1654",90.468,100.696,100
"1655",80.212,119.46,110
"1656",78.516,1005.22,1000
"1657",83.628,52.864,50
"1658",73.404,100.696,100
"1659",80.212,102.4,110
"1660",80.216,1001.812,1000
