"Browser","Browser Version","Short Browser Version","Engine","Engine Version","OS","OS Version","Measurement","showlatency","hidelatency","delay","measuredto"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","88","358332","1000","1008"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","92","6836","50","52"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1804","6840","100","110"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1800","6824","110","115"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","92","358436","1000","1006"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1792","6824","50","49"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1796","6824","100","102"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1796","5120","110","121"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","92","349900","1000","1002"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1792","5116","50","52"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1792","6824","100","106"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1796","6824","110","111"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","96","370364","1000","1010"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1796","5112","50","55"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1796","5120","100","108"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1796","6844","110","115"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","88","349804","1000","1000"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1804","5120","50","59"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1792","5152","100","113"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","3500","5120","110","120"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","92","339628","1000","999"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","88","6816","50","56"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1804","5128","100","113"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","3500","5120","110","117"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","88","339600","1000","1001"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","88","5120","50","55"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","3524","5120","100","99"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","3500","5120","110","119"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","92","358408","1000","1004"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1796","5120","50","53"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1804","6832","100","99"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1804","6848","110","112"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","88","370380","1000","1007"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","88","6824","50","56"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1796","5136","100","112"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","3504","5120","110","117"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","92","358408","1000","1002"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1796","5128","50","53"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","3500","5120","100","106"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1796","6832","110","111"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","88","370352","1000","1007"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","88","5132","50","44"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","3516","5128","100","99"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","3504","5120","110","117"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","88","358364","1000","1014"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1800","5128","50","54"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1816","6840","100","106"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1808","5120","110","111"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","88","349844","1000","1010"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","96","5132","50","56"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","3516","5120","100","99"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","3508","5120","110","119"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","88","341304","1000","1002"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","88","5120","50","56"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1800","6848","100","114"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1800","6824","110","118"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","88","378840","1000","1015"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1796","6832","50","55"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1796","5156","100","107"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1800","6824","110","114"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","88","351580","1000","1007"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","92","5124","50","55"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1808","6836","100","114"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1792","5120","110","119"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","92","358424","1000","1013"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1792","6832","50","56"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","88","6828","100","108"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1796","5120","110","117"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","88","360036","1000","1004"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1800","5120","50","49"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1796","5120","100","105"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","3508","5120","110","111"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","96","348184","1000","1008"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1804","5112","50","55"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1792","6840","100","109"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1796","5128","110","114"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","88","349784","1000","1011"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","88","6836","50","61"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1792","5136","100","100"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","3496","5120","110","123"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","88","368596","1000","1003"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","92","6828","50","52"
