Browser,"Browser Version","Short Browser Version",Engine,"Engine Version",OS,"OS Version",Measurement,Latnecy
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",50
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",50
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",50
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",50
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",50
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",50
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",49
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",50
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",49
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",49
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",50
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",49
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",49
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",50
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",50
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",50
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",50
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",50
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",50
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",49
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",50
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",51
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",50
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",50
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",50
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",50
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",50
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",50
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",50
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",50
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",50
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",49
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",50
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",50
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",49
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",50
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",50
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",50
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",51
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",50
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",50
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",50
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",50
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",50
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",50
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",49
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",51
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",50
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",50
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",50
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",50
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",50
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",49
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",50
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno50",50
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",149
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",149
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",156
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",149
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",151
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",149
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",149
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",149
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",149
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",149
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",151
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",149
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",149
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",149
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",149
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",149
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",149
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",149
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",151
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",149
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",151
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",149
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",151
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",149
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",149
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",149
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno150",150
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",301
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",301
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",299
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",299
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",299
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",299
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",301
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",301
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",299
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",299
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",299
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",299
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",299
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",299
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",299
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",299
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",302
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",299
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",299
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",299
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",299
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",299
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
"Firefox","49.0","49","Gecko","49.0","Mac OS","10.11","minno300",300
