Browser,"Browser Version","Short Browser Version",Engine,"Engine Version",OS,"OS Version",Measurement,Latnecy
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",51
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",52
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",50
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",50
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",50
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",50
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",53
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",51
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",50
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",50
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",50
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",50
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",50
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",52
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",50
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",50
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",50
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",50
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",53
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",53
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",51
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",50
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",50
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",50
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",50
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",54
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",50
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",50
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",50
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",50
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",53
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",50
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",51
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",50
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",51
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",54
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",50
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",53
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",50
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",50
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",50
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",51
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",53
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",51
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",50
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",50
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",53
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno50",53
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",153
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",153
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",152
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",152
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",152
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",153
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",152
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",154
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",153
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",154
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",154
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",154
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",151
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",153
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",152
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",153
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",152
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",153
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",153
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",154
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",151
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",153
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",151
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",153
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",151
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",154
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",151
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",153
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",153
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",152
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",153
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",154
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",151
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",152
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",150
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",154
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",151
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno150",154
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",302
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",302
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",302
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",303
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",301
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",303
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",301
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",301
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",299
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",301
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",302
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",301
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",302
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",303
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",303
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",303
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",301
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",301
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",304
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",301
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",303
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",302
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",301
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",301
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",301
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",301
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",301
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",304
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",301
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",301
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",302
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",302
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",301
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",304
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",304
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",303
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
"Chrome","54.0.2840.98","54","WebKit","537.36","Mac OS","10.11.6","minno300",300
