"Browser","Browser Version","Short Browser Version","Engine","Engine Version","OS","OS Version","Measurement","latency"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","98"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","100"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","90"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","98"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","100"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","100"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","100"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","100"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","100"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","100"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","100"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","100"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","100"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","100"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","100"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","100"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","100"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","98"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","100"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","100"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","100"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","100"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","100"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","100"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","100"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","100"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","100"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","101"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","100"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","101"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","100"
"Firefox","54.0","54","Gecko","54.0","Windows","10","minno","99"
